id,text,lang,label,category,source,is_synthetic
444,Напоминание: срок оплаты за обучение до 14.6. Сумма 61 000 тг,ru,safe,legitimate,synthetic_template_kz,1
445,"Сәлеметсіз бе, Әсел! Ертең сағат 14:00-де дәрігерге жазылғаныңызды еске саламыз",kk,safe,legitimate,synthetic_template_kz,1
446,Пополнение 1 000 000 тг на карту *2890. Баланс 40 000 тг,ru,safe,legitimate,synthetic_template_kz,1
447,Activ: SIM картаңыздың мерзімі бітуде. Тіркеуді ұзартыңыз bonus-kz.click,kk,scam,phishing,synthetic_template_kz,1
448,Тек бүгін! Wildberries дүкенінде барлық тауарға 90% жеңілдік. Түн ортасына дейін үлгеріңіз,kk,suspicious,grey_marketing,synthetic_template_kz,1
449,Activ: подключена подписка за 323 тг/нед. Отключить *219#,ru,suspicious,grey_marketing,synthetic_template_kz,1
450,"Такси прибыло. Toyota Camry, гос. номер 180 TXK 08",ru,safe,legitimate,synthetic_template_kz,1
451,ПОВЕСТКА В СУД ПО ДЕЛУ №79393. МАТЕРИАЛЫ ДЕЛА: JUSAN-SECURE.INFO,ru,scam,fake_police,synthetic_template_kz,1
452,Kaspi: код 824335. Ешкімге айтпаңыз.,kk,safe,legitimate,synthetic_template_kz,1
453,"Tele2: 12 ГБ және 203 минут қалды, 21.9 дейін",kk,safe,legitimate,synthetic_template_kz,1
454,Служба безопасности Freedom Bank: подозрительный перевод на 15 000 тг. Свяжитесь с оператором +7 721 642 27 56 немедленно,ru,scam,fake_bank,synthetic_template_kz,1
455,Вам поступил Kaspi Bonus 12% на 2 000 000 тг. Активация bonus-kz.click,ru,scam,kaspi_scam,synthetic_template_kz,1
456,Нaзaр аударыңыз! *5687 карtаңыз қауіпте. Қаражатты резервтік шотқа аударыңыз: bonus-kz.click,kk,scam,fake_bank,synthetic_template_kz,1
457,"Занятие по английскому переносится на 13:00, аудитория 287",ru,safe,legitimate,synthetic_template_kz,1
458,Спасибо  за  покупку! Чек доступен на beeline.kz,ru,safe,legitimate,synthetic_template_kz,1
459,"Tele2: тариф ұзартылды, 2842 тг есептен шығарылды",kk,safe,legitimate,synthetic_template_kz,1
460,Тек бүгін! AliExpress дүкенінде барлық тaуaрға 76% жеңілдік. Түн ортасына дейін үлгеріңіз,kk,suspicious,grey_marketing,synthetic_template_kz,1
461,Kaspi Магазин: тауарыңыз сатылды. 3 000 000 тг алу үшін өтіңіз kz-vyigrysh.net,kk,scam,kaspi_scam,synthetic_template_kz,1
462,Повестка в суд по делу №36317. Материалы дела: jusan-secure.info,ru,scam,fake_police,synthetic_template_kz,1
463,"Мама, я задержусь, буду примерно к 21 часам ⚠️",ru,safe,legitimate,synthetic_template_kz,1
464,Kaspi: код 643242. Никому не сообщайте.,ru,safe,legitimate,synthetic_template_kz,1
465,Сізге тегін ақша алуға шақыру!,kk,suspicious,grey_marketing,github_Yerassyl04_Spam-kazakh,0
466,"Крипто-сигналы с точностью 91%. Первый месяц бесплатно, канал по ссылке в профиле",ru,suspicious,grey_marketing,synthetic_template_kz,1
467,Kaspi Магaзин: тауарыңыз cатылды. 6 000 000 tг алу үшін өтіңіз halykbank.kz.verify.top,kk,scam,kaspi_scam,synthetic_template_kz,1
468,№15034 іс бойынша сотқа шақыру. Іс материалдары: beeline-bonus.icu,kk,scam,fake_police,synthetic_template_kz,1
469,"Инвестиции от 93 000 тг, доход 58% в месяц. Консультация +7 754 969 65 38",ru,suspicious,grey_marketing,synthetic_template_kz,1
470,Ваш счет будет закрыт в течение 30 минут из-за неподтвержденных данных. Обновите анкету: halykbank.kz.verify.top,ru,scam,fake_bank,synthetic_template_kz,1
471,Мерейтойлық ұтыс! Сізге 25 400 тг бонус есептелді. Шығару үшін 3874 тг комиссия төлеңіз,kk,scam,fake_prize,synthetic_template_kz,1
472,Спасибо за покупку! Чек доступен на jusan.kz,ru,safe,legitimate,synthetic_template_kz,1
473,"Bereke Bank: 15 000 тг сaтып алу, карtа *5295. Қолжетімді 17 000 tг",kk,safe,legitimate,synthetic_template_kz,1
474,"Сәлеметсіз бе, Kaspi-дегі хабарлаHдыру бойынша жазып тұрмын. Төледім, сілтеме арқылы растаңыз beeline-bonus.icu",kk,scam,kaspi_scam,synthetic_template_kz,1
475,Ваш счет будет закрыт до 23:59 из-за неподтвержденных данных. Обновите анкету: egov-kz.online,ru,scam,fake_bank,synthetic_template_kz,1
476,Tele2: срок действия SIM истекает. Продлите регистрацию halykbank.kz.verify.top,ru,scam,phishing,synthetic_template_kz,1
477,"Оплата ЖКХ за апрель принята, cуmмa 60 400 тг",ru,safe,legitimate,synthetic_template_kz,1
478,Тек бүгін: 70% жеңілдікпен сатып алыңыз!,kk,suspicious,grey_marketing,github_Yerassyl04_Spam-kazakh,0
479,"Ана, мен кеігемін, шамамен 19-де боламын",kk,safe,legitimate,synthetic_template_kz,1
480,Картаға өтінішіңіз қаралды. Белсендіру үшін +7 726 708 67 22 нөміріне қоңырау шалыңыз,kk,suspicious,grey_marketing,synthetic_template_kz,1
481,Розыгрыш к 30-летию! Вам начислен бонус 5 000 000 тг. Для вывода оплатите комиссию 9542 тг,ru,scam,fake_prize,synthetic_template_kz,1
482,Сіз Wildberries сертификатын 21 000 тг алдыңыз. жедел түрде белсендіріңіз: bonus-kz.click,kk,scam,fake_prize,synthetic_template_kz,1
483,"Такси прибыло. Toyota Camry, гос. номер 322 AEP 08",ru,safe,legitimate,synthetic_template_kz,1
484,Только сегодня! Скидка 55% на все товары в Temu. Успей до полуночи,ru,suspicious,grey_marketing,synthetic_template_kz,1
485,Activ: остаток 10 ГБ и 522 минут до 17.4,ru,safe,legitimate,synthetic_template_kz,1
486,ТРЕЙДИНГ КУРСТАРЫ. БІРІНШІ САБАҚ ТЕГІН. ТІРКЕЛУ +7 778 305 54 48,kk,suspicious,grey_marketing,synthetic_template_kz,1
487,"Beeline: тариф ұзартылды, 3255 тг есептен шығарылды",kk,safe,legitimate,synthetic_template_kz,1
488,Altel: срок действия SIM истекает. Продлте регистрацию bonus-kz.click,ru,scam,phishing,synthetic_template_kz,1
489,"УРА! Асель, вам одобрена выплата 96 300 тг. Реквизиты укажите тут forte-cabinet.pro",ru,scam,fake_prize,synthetic_template_kz,1
490,"Несие бойынша сақтандыруды қайтару. Өтемаы тиесілі ме, тексеріңіз: +7 737 567 81 76",kk,suspicious,grey_marketing,synthetic_template_kz,1
491,Заработок из дома от 1 000 000 тг в неделю. Пишите в WhatsApp +7 702 217 97 35,ru,suspicious,grey_marketing,synthetic_template_kz,1
492,"Встреча группы SE-2420 в 14:00, корпус 3",ru,safe,legitimate,synthetic_template_kz,1
493,Нөміріңіз Altel акциясының жеңімпазы атанды! Жүлде 10 000 тг. Растаңыз: kaspi.kz.secure-login.cc,kk,scam,fake_prize,synthetic_template_kz,1
494,"Қызметкерлер қажет, кесте еркін, күнделікті төлем 23 000 тг. Telegram +7 729 492 34 30",kk,suspicious,grey_marketing,synthetic_template_kz,1
495,Вы получили сертификат Kaspi Магaзин на 85 000 тг. Активировать в течение 30 минут: egov-kz.online,ru,scam,fake_prize,synthetic_template_kz,1
496,"Қызметкерлер қажет, кесте еркін, күнделікті төлем 37 000 тг. Telegram +7 723 369 62 56",kk,suspicious,grey_marketing,synthetic_template_kz,1
497,Салық берешегі 86 000 тг. Онлайн өтеу: halykbank.kz.verify.top,kk,scam,phishing,synthetic_template_kz,1
498,Сіздің курсыңыздың тапсырмалары бар.,kk,safe,legitimate,github_Yerassyl04_Spam-kazakh,0
499,"Здравствуйте, Мадина! Напоминаем о записи к врачу завтра в 16:00",ru,safe,legitimate,synthetic_template_kz,1
500,Ваш номер выбран победителем акции izi! Приз 1 000 000 тг. Пoдтвердите: egov-kz.online,ru,scam,fake_prize,synthetic_template_kz,1
501,Jusan Bank қауіпсіздік қызметі: 4 000 000 тг күдікті аударым. +7 790 250 73 32 нөміріне жедел хабарласыңыз,kk,scam,fake_bank,synthetic_template_kz,1
502,Сіздің телефоныңызға келетін құпия хабарлама!,kk,suspicious,grey_marketing,github_Yerassyl04_Spam-kazakh,0
503,ЖСН нөміріңіз заңсыз операцияда қолданылған. Тергеуші хабарласады: +7 791 365 86 67. Үшінші тұлғаларға айтпаңыз,kk,scam,fake_police,synthetic_template_kz,1
504,Арнайы ұсыныс: 5000 теңге жеңілдік алуға асығыңыз!,kk,suspicious,grey_marketing,github_Yerassyl04_Spam-kazakh,0
505,Сатып алғаныңыз үшіH рахмеt! Түбіртек jusan.kz сайтыHда,kk,safe,legitimate,synthetic_template_kz,1
506,"Мұндайды естімеген боларсыз, тезірек",kk,scam,fake_prize,github_Yerassyl04_Spam-kazakh,0
507,МВД РК. Наложен арест на счета. Снять ограничение до 23:59: enpf-vyplata.ru,ru,scam,fake_police,synthetic_template_kz,1
508,Тезірек сілтемеге өтіңіз,kk,scam,fake_prize,github_Yerassyl04_Spam-kazakh,0
509,Поздравляем! Вы выиграли 92 200 тг в розыгрыше ForteBank. Забрать приз: kaspi.kz.secure-login.cc,ru,scam,fake_prize,synthetic_template_kz,1
510,Ваш номер выбран победителем акции Beeline! Приз 37 000 тг. Подтвердите: kaspi.kz.secure-login.cc.,ru,scam,fake_prize,synthetic_template_kz,1
511,ЖҚЕ бұзғаны үшін 60 000 тг айыппұл. 50% жеңілдікпен төлеу: kaspi-bonus.top,kk,scam,fake_police,synthetic_template_kz,1
512,"СОТРУДНИК БАНКА СВЯЖЕТСЯ С ВАМИ ПО НОМЕРУ +7 720 608 96 33. НЕ СООБЩАЙТЕ КОД НИКОМУ, КРОМЕ СПЕЦИАЛИСТА",ru,scam,fake_bank,synthetic_template_kz,1
513,"Tele2: тариф продлен, списано 5957 тг. Следующее списание 15.5",ru,safe,legitimate,synthetic_template_kz,1
514,Назар аударыңыз! *1148 картаңыз қауіпте. Қаражатты резервтік шотқа аударыңыз: halykbank.kz.verify.top,kk,scam,fake_bank,synthetic_template_kz,1
515,Повестка в суд по делу №50562. Материалы дела: beeline-bonus.icu,ru,scam,fake_police,synthetic_template_kz,1
516,Налоговая задолженность 14 000 тг. Погасить онайн: forte-cabinet.pro,ru,scam,phishing,synthetic_template_kz,1
517,Kaspi Red: 9 000 тг бөліп төлеу рәсімделді. Болдырмау kz-vyigrysh.net,kk,scam,kaspi_scam,synthetic_template_kz,1
518,Kaspi Магазин: ваш товар продан. Для полyчения 1 000 000 тг перейдите gov-kz.support,ru,scam,kaspi_scam,synthetic_template_kz,1
519,"Әсел, сізге 80 000 тг жеке несие лимиті қолжетімді. Толығырақ қосымшада",kk,suspicious,grey_marketing,synthetic_template_kz,1
520,Kaspi Магазин: ваш товар продан. Для получения 23 900 тг перейдите kaspi-gold.site,ru,scam,kaspi_scam,synthetic_template_kz,1
521,Тек бүгін! Ozon дүкенінде барлық тауарға 60% жеңілдік. Түн ортасына дейін үлгеріңіз,kk,suspicious,grey_marketing,synthetic_template_kz,1
522,ВАШ СЧЕТ БУДЕТ ЗАКРЫТ СРОЧНО ИЗ-ЗА НЕПОДТВЕРЖДЕННЫХ ДАННЫХ. ОБНОВИТЕ АНКЕТУ: HALYKBANK.KZ.VERIFY.TOP,ru,scam,fake_bank,synthetic_template_kz,1
523,Ваш заказ №321419 прибыл в пункт выдачи Казпочта. Забрать в течение 5 дней,ru,safe,legitimate,synthetic_template_kz,1
524,Сіздің демалыс жоспарларыңыз қалай?,kk,safe,legitimate,github_Yerassyl04_Spam-kazakh,0
525,"Activ: тариф продлен, списано 6745 тг. Следующее списание 20.2",ru,safe,legitimate,synthetic_template_kz,1
526,Курсы трейдинга. Первое занятие бесплатно. Запись +7 779 723 48 26.,ru,suspicious,grey_marketing,synthetic_template_kz,1
527,Кіру үшін растау кодыңыз: 422055 ⚠️,kk,safe,legitimate,synthetic_template_kz,1
528,Құрметті клиент! *7354 картаңыз күдікті операцияға байланысты бұғатталды. Бұғаттан шығару: egov-kz.online,kk,scam,fake_bank,synthetic_template_kz,1
529,"Сотрудник банка свяжется с вами по номеру +7 701 163 83 40. Не сообщайте код никому, кроме специалиста",ru,scam,fake_bank,synthetic_template_kz,1
530,Сіздің дәрістеріңіз қалай өтті?,kk,safe,legitimate,github_Yerassyl04_Spam-kazakh,0
531,"Сотрудник банка свяжется с вами по номеру +7 782 590 45 48. Не сообщайте код никому, кроме специалиста",ru,scam,fake_bank,synthetic_template_kz,1
532,"Алгебра сабағы 15:00-ге ауыстырылды, 314 аудитория",kk,safe,legitimate,synthetic_template_kz,1
533,"мамыр айына коммуналдық төлем қабылданды, сома 45 000 тг",kk,safe,legitimate,synthetic_template_kz,1
534,Жаңа семинарларға қатысуды жоспарлаңыз.,kk,safe,legitimate,github_Yerassyl04_Spam-kazakh,0
535,"Өзіңді таппай дал болсан, біздің тестті өт",kk,suspicious,grey_marketing,github_Yerassyl04_Spam-kazakh,0
536,Сатып алғаныңыз үшін рaхмет! Түбіртек forte.kz сайтында,kk,safe,legitimate,synthetic_template_kz,1
537,Күзгі мектеп шаралары туралы ақпарат.,kk,safe,legitimate,github_Yerassyl04_Spam-kazakh,0
538,Сіз 1000-шы келуші болдыңыз! iPhone 13 тегін алыңыз: kaspi.kz.secure-login.cc,kk,scam,fake_prize,synthetic_template_kz,1
539,Трейдинг курстары. Бірінші сабақ тегін. Тіркелу +7 713 694 23 18 !!!,kk,suspicious,grey_marketing,synthetic_template_kz,1
540,Otbasy Bank. Списание 32 800 тг одобрено. Отменить операцию: egov-kz.online,ru,scam,fake_bank,synthetic_template_kz,1
541,"Eurasian Bank: 8 000 000 тг несие мақұлданды. Өтініш бермеген болсаңыз, бас тартыңыз enpf-vyplata.ru",kk,scam,fake_bank,synthetic_template_kz,1
542,Kaspi: код 902607. Никому не сообщайте.,ru,safe,legitimate,synthetic_template_kz,1
543,"Крипто-сигналы с точностью 84%. Первый месяц бесплатно, канал по ссылке в профиле",ru,suspicious,grey_marketing,synthetic_template_kz,1
544,"Activ: тариф прoдлен, cписано 4609 тг. Следующеe списание 3.1",ru,safe,legitimate,synthetic_template_kz,1
545,"ТАКСИ ПРИБЫЛО. CHEVROLET COBALT, ГОС. НОМЕР 990 RCZ 08",ru,safe,legitimate,synthetic_template_kz,1
546,Вам поступил Kaspi Bonus 19% на 5 000 тг. Активация kaspi-bonus.top,ru,scam,kaspi_scam,synthetic_template_kz,1
547,"Несие бойынша сақтандыруды қайтару. Өтемақы тиесілі ме, тексеріңіз: +7 796 534 11 85 !!!",kk,suspicious,grey_marketing,synthetic_template_kz,1
548,"Activ: тариф продлен, списано 3167 тг. Следующее списание 14.8",ru,safe,legitimate,synthetic_template_kz,1
549,"Bereke Bank: покупка 22 100 тг, карта *2380. Доступно 5 000 000 тг",ru,safe,legitimate,synthetic_template_kz,1
550,"Ілтипатпен, ізгі ниетпен",kk,safe,legitimate,github_Yerassyl04_Spam-kazakh,0
551,Kaspi Магазин: ваш товар продан. Для получения 42 400 тг перейдите wb-kz-prize.shop,ru,scam,kaspi_scam,synthetic_template_kz,1
552,Ұлттық Банк: сіздің атыңызға іс қозғалды. Танысу үшін beeline-bonus.icu,kk,scam,fake_police,synthetic_template_kz,1
553,Beeline: срок действия SIM истекает. Продлите регистрацию gov-kz.support,ru,scam,phishing,synthetic_template_kz,1
554,Kaspi: перевод 73 000 тг от Ерлан ожидает подтверждения. Подтвердить: bonus-kz.click,ru,scam,kaspi_scam,synthetic_template_kz,1
555,Ваш аккаунт eGov будет удален в течение 2 часов. Подтвердите ИИН: jusan-secure.info,ru,scam,phishing,synthetic_template_kz,1
556,Tele2: срок действия SIM истекает. Продлите регистрацию halyk-verify.xyz,ru,scam,phishing,synthetic_template_kz,1
557,"Бос орындар шектеулі, қазір тіркеліңіз!",kk,suspicious,grey_marketing,github_Yerassyl04_Spam-kazakh,0
558,"Инвестиции от 77 000 тг, доход 24% в месяц. Консультация +7 763 875 15 44",ru,suspicious,grey_marketing,synthetic_template_kz,1
559,Заработок из дома от 36 000 тг в неделю. Пишите в WhatsApp +7 731 660 28 10,ru,suspicious,grey_marketing,synthetic_template_kz,1
560,Мерейтойлық ұтыс! Сізге 13 000 тг бонус есептелді. Шығару үшін 5518 тг комиссия төлеңіз,kk,scam,fake_prize,synthetic_template_kz,1
561,Ваш аккаунт eGov будет удален в течение 30 минут. Подтвердите ИИН: kaspi.kz.secure-login.cc,ru,scam,phishing,synthetic_template_kz,1
562,"Такси прибыло. Hyundai Accent, гос. номер 978 KYN 08",ru,safe,legitimate,synthetic_template_kz,1
563,Кіру үшін растау кодыңыз: 701083,kk,safe,legitimate,synthetic_template_kz,1
564,Нөміріңіз зейнетақыны қайта есептеуге қatысады. Форманы толтырыңыз gov-kz.support,kk,scam,phishing,synthetic_template_kz,1
565,Жылдам әрекет ету: сіздің шотыңызға 10000 теңге салынды!,kk,suspicious,grey_marketing,github_Yerassyl04_Spam-kazakh,0
566,Сізге 84 000 тг сомасына Kaspi Bonus 18% түсті. Белсендіру halyk-verify.xyz,kk,scam,kaspi_scam,synthetic_template_kz,1
567,"Halyk Bank: 29 000 тг несие мақұлдаHды. Өтініш бермеген болсaңыз, бас тaртыңыз halyk-verify.xyz",kk,scam,fake_bank,synthetic_template_kz,1
568,"Beeline: тариф продлен, списано 4952 тг. Следующее списание 8.4",ru,safe,legitimate,synthetic_template_kz,1
569,Freedom Bank. 5 000 000 тг есептен шығару бекітілді. Болдырмау үшін: wb-kz-prize.shop,kk,scam,fake_bank,synthetic_template_kz,1
570,"Kaspi  Gold:  код 260798. Никому не сообщайте. Если это не вы, звоните +7 776 330 94 20",ru,scam,kaspi_scam,synthetic_template_kz,1
571,Kaspi Магазин: тауарыңыз сатылды. 4 000 000 тг алу үшін өтіңіз enpf-vyplata.ru,kk,scam,kaspi_scam,synthetic_template_kz,1
572,"Физикa сабағы 15:00-ге ауыстырылды, 413 аудитория",kk,safe,legitimate,synthetic_template_kz,1
573,Пополнение 49 900 тг на карту *6901. Баланс 21 000 тг,ru,safe,legitimate,synthetic_template_kz,1
574,Сізге Сот орындаушылары тарапынан қорғалған хабарлама келді. Оқу: bonus-kz.click,kk,scam,phishing,synthetic_template_kz,1
575,Ваш номер участвует в перерасчете пенсии. Заполните форму halykbank.kz.verify.top до конца недели,ru,scam,phishing,synthetic_template_kz,1
576,"Eurasian Bank: зафиксирована попытка входа в ваш кабинет с нового устройства. Если это не вы, подтвердите личность: jusan-secure.info",ru,scam,fake_bank,synthetic_template_kz,1
577,Ваш заказ №488708 прибыл в пункт выдачи Kaspi Postomat. Забрать в течение 5 дней,ru,safe,legitimate,synthetic_template_kz,1
578,Заработок из дома от 60 000 тг в неделю. Пишите в WhatsApp +7 704 643 52 66,ru,suspicious,grey_marketing,synthetic_template_kz,1
579,Розыгрыш к 30-летию! Вам начислен бонус 36 500 тг. Для вывода оплатите комиссию 9313 тг,ru,scam,fake_prize,synthetic_template_kz,1
580,"Занятие по физике переносится на 16:00, аудитория 352",ru,safe,legitimate,synthetic_template_kz,1
581,Ваш заказ №641131 прибыл в пункт выдачи СДЭК. Забрать в течение 5 дней,ru,safe,legitimate,synthetic_template_kz,1
582,izi: SIM kартаңыздың мерзімі бітуде. Тіркеуді ұзартыңыз kaspi-bonus.top,kk,scam,phishing,synthetic_template_kz,1
583,Жаңа курстар туралы ақпарат алыңыз.,kk,safe,legitimate,github_Yerassyl04_Spam-kazakh,0
584,"Ерлан, сізге 7 000 000 тг жеке несие лимиті қолжетімді. Толығырақ қосымшада",kk,suspicious,grey_marketing,synthetic_template_kz,1
585,Одобрен займ до 1 000 000 тг без справок и залога. Оформить за 5 минуt: egov.kz,ru,suspicious,grey_marketing,synthetic_template_kz,1
586,Ozon: посылка задержана на таможне. Оплатите пошлину 1134 тг: jusan-secure.info,ru,scam,phishing,synthetic_template_kz,1
587,Обновление базы ЕНПФ. Вам начислена выплата 88 000 тг. Получить: forte-cabinet . pro,ru,scam,phishing,synthetic_template_kz,1
588,"Требуются  сотрудники,  график свободный, оплата ежедневно 38 000 тг. Telegram по номеру +7 701 737 29 32",ru,suspicious,grey_marketing,synthetic_template_kz,1
589,"Инвестиции от 70 000 тг, доход 49% в месяц. Консультация +7 747 825 77 62",ru,suspicious,grey_marketing,synthetic_template_kz,1
590,Уважаемый клиент! Карта *7309 заблокирована по подозрению в мошенничестве. Для разблокировки перейдите gov-kz.support в течение 2 часов,ru,scam,fake_bank,synthetic_template_kz,1
591,"Возврат страховки по кредиту. Проверьте, положена ли вам компенсация: +7 747 302 90 43",ru,suspicious,grey_marketing,synthetic_template_kz,1
592,eGov. Шоттарыңызға тыйым салынды. Шектеуді 2 сағат ішінде алу: halyk-verify . xyz,kk,scam,fake_police,synthetic_template_kz,1
593,Клиникамызда тегін диагностика. Бүгінге жазылу +7 783 982 83 11,kk,suspicious,grey_marketing,synthetic_template_kz,1
594,Бесплатная диагностика организма в нашей клинике. Запись на сегодня +7 775 968 97 41,ru,suspicious,grey_marketing,synthetic_template_kz,1
595,МВД РК: на ваше имя завeдено производстBо. Явитесь или ознакомьтесь bonus-kz.click,ru,scam,fake_police,synthetic_template_kz,1
596,"izi: 11 ГБ және 291 минут қалды, 10.12 дейін",kk,safe,legitimate,synthetic_template_kz,1
597,СДЭК: жеткізу мекенжайы қате. Деректерді нақтылаңыз gov-kz . support,kk,scam,phishing,synthetic_template_kz,1
598,"Несие бойынша сақтандыруды қайтару. Өтемақы тиесілі ме, тексеріңіз: +7 720 300 44 89",kk,suspicious,grey_marketing,synthetic_template_kz,1
599,Вы получили сертификат AliExpress на 94 000 тг. Активировать сегодня до 18:00: egov-kz.online,ru,scam,fake_prize,synthetic_template_kz,1
600,Одобрен займ до 6 000 000 тг без справок и залога. Оформить за 5 минут: forte.kz,ru,suspicious,grey_marketing,synthetic_template_kz,1
601,Розыгрыш к 30-летию! Ваm нaчислен бонус 7 000 000 тг. Для вывода оплатите комисcию 2873 тг,ru,scam,fake_prize,synthetic_template_kz,1
602,"Инвестиции от 96 000 тг, доход 28% в месяц. Консультация +7 743 753 72 72",ru,suspicious,grey_marketing,synthetic_template_kz,1
603,Құттықтаймыз! Сіз Eurasian Bank ұтыс ойынында 13 700 тг ұттыңыз. Жүлдені алу: kaspi-gold . site,kk,scam,fake_prize,synthetic_template_kz,1
604,"Beeline: тариф ұзартылды, 3493 тг есептен шығарылды",kk,safe,legitimate,synthetic_template_kz,1
605,"Kaspi Bank: 81 000 тг сатып алу, карта *2909. Қолжетімді 7 000 000 тг",kk,safe,legitimate,synthetic_template_kz,1
606,Розыгрыш к 30-летию! Вам начислен бонус 9 000 000 тг. Для вывода оплатите комиссию 7339 тг,ru,scam,fake_prize,synthetic_template_kz,1
607,Жазғы демалыс жоспарларыңыз қандай?,kk,safe,legitimate,github_Yerassyl04_Spam-kazakh,0
608,Ваш код подтверждения для входа: 324764,ru,safe,legitimate,synthetic_template_kz,1
609,Розыгрыш  к  30-летию! Вам начислен бонус 92 200 тг. Для вывода оплатите комиссию 8595 тг,ru,scam,fake_prize,synthetic_template_kz,1
610,Сатып алғаныңыз үшін рахмет! Түбіртек tele2.z сайтында,kk,safe,legitimate,synthetic_template_kz,1
611,Обновление базы ЕНПФ. Вам начислена выплата 99 900 тг. Получить: enpf-vyplata.ru,ru,scam,phishing,synthetic_template_kz,1
612,Сатып алғаныңыз үшін рахмет! Түбіртек jusan.kz сайтында,kk,safe,legitimate,synthetic_template_kz,1
613,Білім беру жүйесіндегі өзгерістер туралы ақпарат.,kk,safe,legitimate,github_Yerassyl04_Spam-kazakh,0
614,"Мама, я задержусь, буду примеpно к 20 часам",ru,safe,legitimate,synthetic_template_kz,1
615,"Занятие по программироBанию пeреносится на 18:00, аудитория 465",ru,safe,legitimate,synthetic_template_kz,1
616,"ақпан  айына  коммуналдық төлем қабылданды, сома 54 700 тг",kk,safe,legitimate,synthetic_template_kz,1
617,"SE-2423 тобының жиналысы 16:00-де, 1 корпус",kk,safe,legitimate,synthetic_template_kz,1
618,"Такси келді. Kia Rio, мемлекеттік нөмір 355 YYK 05",kk,safe,legitimate,synthetic_template_kz,1
619,Ваш аккаунт eGov будет удален в течение 30 минут. Подтвердите ИИН: gov-kz.support,ru,scam,phishing,synthetic_template_kz,1
620,"мамыр айына коммуналдық төлем қабылданды, сома 78 800 тг",kk,safe,legitimate,synthetic_template_kz,1
621,"сәуір айына коммуналдық төлем қабылданды, сома 35 100 тг",kk,safe,legitimate,synthetic_template_kz,1
622,"Такси келді. Hyundai Accent, мемлекеттік нөмір 535 XAB 07",kk,safe,legitimate,synthetic_template_kz,1
623,Сізге eGov тарапынан қорғалған хабарлама келді. Оқу: jusan-secure.info,kk,scam,phishing,synthetic_template_kz,1
624,ЖСН нөміріңіз заңсыз операцияда қолданылған. Тергеуші хабарласады: +7 708 273 43 65. Үшінші тұлғаларға айтпаңыз,kk,scam,fake_police,synthetic_template_kz,1
625,"izi: 22 ГБ және 125 минут қалды, 14.1 дейін",kk,safe,legitimate,synthetic_template_kz,1
626,*9581 картаға 68 200 тг толықтырылды. Баланс 5 000 000 тг,kk,safe,legitimate,synthetic_template_kz,1
627,"Acti: 2 ГБ және 685 минут қалды, 21.10 дейін",kk,safe,legitimate,synthetic_template_kz,1
628,Анықтамасыз және кепілсіз 8 000 000 тг дейін қарыз мақұлданды. 5 минутта рәсімдеу: tele2.kz,kk,suspicious,grey_marketing,synthetic_template_kz,1
629,"Kaspi Gold: код 992377. Никому не сообщайте. Если это не вы, звоните +7 703 605 55 44",ru,scam,kaspi_scam,synthetic_template_kz,1
630,Kaspi: код 936826. Никому не сообщайте.,ru,safe,legitimate,synthetic_template_kz,1
631,Вам поступил Kaspi Bonus 14% на 85 500 тг. Активация kaspi-gold.site,ru,scam,kaspi_scam,synthetic_template_kz,1
632,Kaspi: код 121939. Ешкімге айтпаңыз.,kk,safe,legitimate,synthetic_template_kz,1
633,ТрейдиHг курстары. Бірінші сабақ tегін. Тіркелу +7 779 114 19 33,kk,suspicious,grey_marketing,synthetic_template_kz,1
634,"Kaspi  Bank:  56 200 тг сатып алу, карта *3116. Қолжетімді 95 000 тг",kk,safe,legitimate,synthetic_template_kz,1
635,"Такси прибыло. Hyundai Accent, гос. номер 347 XRR 02",ru,safe,legitimate,synthetic_template_kz,1
636,СДЭК: неверный адрес дoставки. Уtочните данные kaspi-bonus.top иначе заказ вернeтся отправителю,ru,scam,phishing,synthetic_template_kz,1
637,Ұлттық Банк. Шоттарыңызға тыйым салынды. Шектеуді бүгін 18:00-ге дейін алу: egov-kz.online,kk,scam,fake_police,synthetic_template_kz,1
638,*2304 картаға 5 000 000 тг толықтырылды. Баланс 34 000 тг,kk,safe,legitimate,synthetic_template_kz,1
639,"Сотрудник  банка  свяжется с вами по номеру +7 776 789 49 50. Не сообщайте код никому, кроме специалиста",ru,scam,fake_bank,synthetic_template_kz,1
640,Салық берешегі 88 000 тг. Онлайн өтеу: enpf-vyplata.ru,kk,scam,phishing,synthetic_template_kz,1
641,Otbasy Bank. 59 000 тг есептен шығару бекітілді. Болдырмау үшін: halykbank.kz.verify.top,kk,scam,fake_bank,synthetic_template_kz,1
642,eGov: аHықтамаңыз дайын. Мобильді қосыmшадан жүктeңіз,kk,safe,legitimate,synthetic_template_kz,1
643,Антифрод-центр: на ваше имя заведено производство. Явитесь или ознакомьтесь bonus-kz.click,ru,scam,fake_police,synthetic_template_kz,1
644,№12044 іс бойынша сотқа шaқыру. Іс мaтеpиалдары: kaspi-gold.site,kk,scam,fake_police,synthetic_template_kz,1
645,Құттықтаймыз! Сіз Kaspi Bank ұтыс ойынында 20 100 тг ұттыңыз. Жүлдені алу: bonus-kz . click,kk,scam,fake_prize,synthetic_template_kz,1
646,"Здравствуйте, Ерлан! Напоминаем о записи к врачу завтра в 16:00",ru,safe,legitimate,synthetic_template_kz,1
