text,label,category,lang,source
"Kaspi Gold: код 49559. Никому не сообщайте. Если это не вы, звоните +7 737 395 44 14",scam,kaspi_scam,ru,synthetic_template_kz
"Такси прибыло. Chevrolet Cobalt, гос. номер 978 ZDM 03",safe,,ru,synthetic_template_kz
eGov:  ваша  справка готова. Скачать в мобильном приложении или на egov.kz,safe,,ru,synthetic_template_kz
"Әйгерім, сізге 7 000 000 тг төлем мақұлданды. Деректерді осында енгізіңіз gov-kz.support",scam,fake_prize,kk,synthetic_template_kz
"Ағылшын тілі сабағы 16:00-ге ауыстырылды, 490 аудитория",safe,,kk,synthetic_template_kz
Деректеріңіз расталмағандықтан шотыңыз 2 сағат ішінде жабылады. Сауалнаманы жаңартыңыз: halyk-verify.xyz,scam,fake_bank,kk,synthetic_template_kz
Вам поступил Kaspi Bonus 15% на 9 000 000 тг. Активация halyk-verify.xyz,scam,kaspi_scam,ru,synthetic_template_kz
"Встреча группы SE-2430 в 11:00, корпус 3",safe,,ru,synthetic_template_kz
Мерейтойлық ұтыс! Сізге 4 000 000 тг бонус есептелді. Шығару үшін 3840 тг комиссия төлеңіз,scam,fake_prize,kk,synthetic_template_kz
Бесплатная диагностика организма в нашей клинике. Запись на сегодня +7 785 350 40 26,suspicious,,ru,synthetic_template_kz
Kaspi Red: рассрочка на 25 600 тг оформлна. Отменить gov-kz.support,scam,kaspi_scam,ru,synthetic_template_kz
МВД РК. Наложен арест на счета. Снять ограничение в течение 2 часов: jusan-secure.info,scam,fake_police,ru,synthetic_template_kz
ЖҚЕ бұзғаны үшін 14 000 тг айыппұл. 50% жеңілдікпен төлеу: kaspi-gold.site,scam,fake_police,kk,synthetic_template_kz
Kaspi: код 777455. Ешкімге айтпаңыз.,safe,,kk,synthetic_template_kz
№79080 іс бойынша сотқа шақыру. Іс материалдары: gov-kz.support,scam,fake_police,kk,synthetic_template_kz
№34523 іс бойынша сотқа шақыру. Іс материалдары: beeline-bonus.icu,scam,fake_police,kk,synthetic_template_kz
Сізге eGov тарапынан қорғалған хабарлама келді. Оқу: kaspi . kz . secure-login . cc,scam,phishing,kk,synthetic_template_kz
Тегін iPhone алыңыз!,suspicious,,kk,github_Yerassyl04_Spam-kazakh
Kaspi Gold: код 766287. Ешкімге айтпаңыз. Егер бұл сіз болмасаңыз +7 702 217 38 27 нөміріне қоңырау шалыңыз,scam,kaspi_scam,kk,synthetic_template_kz
"Сотрудник банка свяжется с вами по номеру +7 789 151 35 18. Не сообщайте код никому, кроме специалиста",scam,fake_bank,ru,synthetic_template_kz
Сізді құттықтаймыз! Тегін сыйлықты алыңыз!,scam,fake_prize,kk,github_Yerassyl04_Spam-kazakh
"УРА! Арман, вам одобрена выплата 31 000 тг. Реквизиты укажите тут enpf-vyplata.ru",scam,fake_prize,ru,synthetic_template_kz
Сатып aлғаныңыз үшін рахмет! Түбіртеk kaspi.kz сайтында,safe,,kk,synthetic_template_kz
Заработок из дома от 69 000 тг в неделю. Пишите в WhatsApp +7 769 889 26 90,suspicious,,ru,synthetic_template_kz
Вам пришло защищенное сообщение от Служба судебных исполнителей. Прочитать: forte-cabinet.pro,scam,phishing,ru,synthetic_template_kz
Повестка в суд по делу №71921. Материалы дела: halyk-verify.xyz,scam,fake_police,ru,synthetic_template_kz
"УРА! Гульнара, вам одобрена выплата 9 000 000 тг. Реквизиты укажите тут gov-kz.support",scam,fake_prize,ru,synthetic_template_kz
Kaspi: код 86525. Никому не сообщайте.,safe,,ru,synthetic_template_kz
Кіру үшін растау кодыңыз: 900114,safe,,kk,synthetic_template_kz
Kaspi: код 660470. Никому не сообщайте.,safe,,ru,synthetic_template_kz
"сәуір айына коммуналдық төлем қабылданды, сома 3 000 000 тг",safe,,kk,synthetic_template_kz
Сізге ҰҚК тарапынан қорғалған хабарлама келді. Оқу: egov-kz.online,scam,phishing,kk,synthetic_template_kz
Только сегодня! Скидка 35% на все товары в Temu. Успей до полуночи,suspicious,,ru,synthetic_template_kz
№586932 тапсырысыңыз СДЭК пунктіне жетті. 5 күн ішінде алыңыз,safe,,kk,synthetic_template_kz
Еске салу: оқу ақысын 4.10 дейін төлеу қажет. Сома 3 000 000 тг.,safe,,kk,synthetic_template_kz
"Activ: тариф продлен, списано 6357 тг. Следующее списание 22.9",safe,,ru,synthetic_template_kz
Құрметті клиент! *7467 картаңыз күдікті операцияға байланысты бұғатталды. Бұғаттан шығару: bonus-kz.click,scam,fake_bank,kk,synthetic_template_kz
Сіз Wildberries сертификатын 83 000 тг алдыңыз. 23:59-ға дейін белсендіріңіз: forte-cabinet.pro,scam,fake_prize,kk,synthetic_template_kz
"УРА! Ерлан, вам одобрена выплата 5 000 000 тг. Реквизиты укажите тут jusan-secure.info",scam,fake_prize,ru,synthetic_template_kz
Уважаемый клиент! Карта *2208 заблокирована по подозрению в мошенничестве. Для разблокировки перейдите halyk-verify.xyz в течение 24 часов,scam,fake_bank,ru,synthetic_template_kz
"Здравствуйте, Тимур! Напоминаеm о записи к врачу заBтра в 16:00",safe,,ru,synthetic_template_kz
Ваш код подтверждения для входа: 368273,safe,,ru,synthetic_template_kz
Kaspi Gold: код 298155. Ешкімге айтпаңыз. Егер бұл сіз болмасаңыз +7 734 294 17 47 нөміріне қоңырау шалыңыз,scam,kaspi_scam,kk,synthetic_template_kz
Вы 1000-й посетитель! Заберите iPhone 16 бесплатно: jusan-secure.info,scam,fake_prize,ru,synthetic_template_kz
"Арман, сізге 19 000 тг төлем мақұлданды. Деректерді осында енгізіңіз kz-vyigrysh.net",scam,fake_prize,kk,synthetic_template_kz
KASPI: КОД 48828. НИКОМУ НЕ СООБЩАЙТЕ.,safe,,ru,synthetic_template_kz
KASPI: КОД 611368. НИКОМУ НЕ СООБЩАЙТЕ.,safe,,ru,synthetic_template_kz
Сізге 58 900 тг сомасына Kaspi Bonus 9% түсті. Белсендіру kaspi.kz.secure-login.cc,scam,kaspi_scam,kk,synthetic_template_kz
Тегін вебинар!,suspicious,,kk,github_Yerassyl04_Spam-kazakh
"Үйден жұmыс, aптaсына 9 000 000 тг табыс. WhatsApp +7 796 526 98 48 жазыңыз",suspicious,,kk,synthetic_template_kz
"Мама, я задержусь, буду примерно к 23 часам",safe,,ru,synthetic_template_kz
Boxberry: неверный адрес доставки. Уточните данные kaspi-gold.site иначе заказ вернется отправителю,scam,phishing,ru,synthetic_template_kz
Kaspi: перевод 4 000 000 тг от Айгерим ожидает подтверждения. Подтвердить: forte-cabinet.pro,scam,kaspi_scam,ru,synthetic_template_kz
Обновление базы ЕНПФ. Вам начислена выплата 75 700 тг. Получить: jusan-secure.info,scam,phishing,ru,synthetic_template_kz
"Bereke Bank: одобрен кредит на 18 000 тг. Если вы не подавали заявку, отмените здесь jusan-secure.info",scam,fake_bank,ru,synthetic_template_kz
Анықтамасыз және кепілсіз 69 000 тг дейін қарыз мақұлданды. 5 минутта рәсімдеу: beeline.kz,suspicious,,kk,synthetic_template_kz
Kaspi Bank. 35 400 тг есептен шығару бекітілді. Болдырмау үшін: kaspi.kz.secure-login.cc,scam,fake_bank,kk,synthetic_template_kz
Ваша заявка на карту рассмотрена. Перезвоните +7 713 187 66 95 для активации,suspicious,,ru,synthetic_template_kz
Трейдинг курстары. Бірінші сабақ тегін. Тіркелу +7 740 110 51 77,suspicious,,kk,synthetic_template_kz
Вам поступил Kaspi Bonus 20% на 63 000 тг. Активация bonus-kz.click,scam,kaspi_scam,ru,synthetic_template_kz
Пополнение 5 000 000 тг на карту *1963. Баланс 61 400 тг,safe,,ru,synthetic_template_kz
Бесплатная диагностика организма в нашей клинике. Запись на сегодня +7 716 773 89 31,suspicious,,ru,synthetic_template_kz
Ваш номер участвует в перерасчете пенсии. Заполните форму enpf-vyplata.ru до конца недели,scam,phishing,ru,synthetic_template_kz
Сіз Temu сертификатын 2 000 000 тг алдыңыз. 24 сағат ішінде белсендіріңіз: gov-kz.support,scam,fake_prize,kk,synthetic_template_kz
*7139 картаға 6 000 000 tг толықtырылды. Баланс 41 000 тг,safe,,kk,synthetic_template_kz
Otbasy Bank қауіпсіздік қызметі: 21 200 тг күдікті аударым. +7 770 288 53 28 нөміріне жедел хабарласыңыз,scam,fake_bank,kk,synthetic_template_kz
"ақпaн айына коммуналдық төлем қабылданды, сома 7 000 000 тг",safe,,kk,synthetic_template_kz
Kaspi Магазин: тауарыңыз сатылды. 64 200 тг алу үшін өтіңіз halyk-verify.xyz,scam,kaspi_scam,kk,synthetic_template_kz
НӨМІРІҢІЗ ЗЕЙНЕТАҚЫНЫ ҚАЙТА ЕСЕПТЕУГЕ ҚАТЫСАДЫ. ФОРМАНЫ ТОЛТЫРЫҢЫЗ HALYKBANK.KZ.VERIFY.TOP,scam,phishing,kk,synthetic_template_kz
Вам пришло защищенное сообщение от Служба судебных исполнителей. Прочитать: wb-kz-prize.shop,scam,phishing,ru,synthetic_template_kz
Сіз Temu сертификатын 10 400 тг алдыңыз. күн соңына дейін белсендіріңіз: halykbank.kz.verify.top,scam,fake_prize,kk,synthetic_template_kz
Әлемдегі ең жақсы келісімдер тек сіз үшін!,suspicious,,kk,github_Yerassyl04_Spam-kazakh
Курсы трейдинга. Первое занятие бесплатно. Запись +7 773 158 93 46,suspicious,,ru,synthetic_template_kz
Ваш заказ №677069 прибыл в пункт выдачи Boxberry. Забрать в течение 5 дней ⚠️,safe,,ru,synthetic_template_kz
Beeline: аптасына 680 тг жазылым қосылды. Өшіру *855#,suspicious,,kk,synthetic_template_kz
"Kaspi Bank: 24 300 тг сатып алу, карта *7401. Қолжетімді 22 000 тг",safe,,kk,synthetic_template_kz
Клиникамызда тегін диагностика. Бүгінге жазылу +7 793 522 33 31,suspicious,,kk,synthetic_template_kz
Анықтамасыз және кепілсіз 43 000 тг дейін қарыз мақұлданды. 5 минутта рәсімдеу: kaspi.kz,suspicious,,kk,synthetic_template_kz
Beeline: аптасына 370 тг жазылым қосылды. Өшіру *710#,suspicious,,kk,synthetic_template_kz
"Bereke Bank: зафиксирована попытка входа в ваш кабинет с нового устройства. Если это не вы, подтвердите личность: kaspi . kz . secure-login . cc",scam,fake_bank,ru,synthetic_template_kz
№15854 іс бoйынша сотқа шақыру. Іс маtериалдары: wb-kz-prize.shop,scam,fake_police,kk,synthetic_template_kz
Розыгрыш к 30-летию! Вам начислен бонус 45 600 тг. Для вывода оплатите комиссию 6604 тг,scam,fake_prize,ru,synthetic_template_kz
"Асель, вам доступен персональный кредитный лимит 66 600 тг. Подробнее в приложении",suspicious,,ru,synthetic_template_kz
"Здравствуйте, Жанна! Напоминаем о записи к врачу завтра в 15:00",safe,,ru,synthetic_template_kz
Kaspi Магазин: тауарыңыз сатылды. 9 000 000 тг алу үшін өтіңіз enpf-vyplata.ru,scam,kaspi_scam,kk,synthetic_template_kz
Сізге ҰҚК тарапынан қорғалған хабарлама келді. Оқу: beeline-bonus.icu,scam,phishing,kk,synthetic_template_kz
Eurasian Bank. 81 000 тг есептен шығару бекітілді. Болдырмау үшін: kaspi-bonus.top,scam,fake_bank,kk,synthetic_template_kz
"Сәлеметсіз бе, Данияр! Ертең сағат 9:00-де дәрігерге жазылғаныңызды еске саламыз",safe,,kk,synthetic_template_kz
Kaspi  Gold:  код 460091. Ешкімге айтпаңыз. Егер бұл сіз болмасаңыз +7 781 181 56 62 нөміріне қоңырау шалыңыз,scam,kaspi_scam,kk,synthetic_template_kz
Kaspi  Gold:  код 545869. Ешкімге айтпаңыз. Егер бұл сіз болмасаңыз +7 734 225 57 21 нөміріне қоңырау шалыңыз,scam,kaspi_scam,kk,synthetic_template_kz
Ваш номер участвует в перерасчете пенсии. Заполните форму kaspi-bonus.top до конца недели,scam,phishing,ru,synthetic_template_kz
Напоминание: срок оплаты за обучение до 14.6. Сумма 61 000 тг,safe,,ru,synthetic_template_kz
"Сәлеметсіз бе, Әсел! Ертең сағат 14:00-де дәрігерге жазылғаныңызды еске саламыз",safe,,kk,synthetic_template_kz
Пополнение 1 000 000 тг на карту *2890. Баланс 40 000 тг,safe,,ru,synthetic_template_kz
Activ: SIM картаңыздың мерзімі бітуде. Тіркеуді ұзартыңыз bonus-kz.click,scam,phishing,kk,synthetic_template_kz
Тек бүгін! Wildberries дүкенінде барлық тауарға 90% жеңілдік. Түн ортасына дейін үлгеріңіз,suspicious,,kk,synthetic_template_kz
Activ: подключена подписка за 323 тг/нед. Отключить *219#,suspicious,,ru,synthetic_template_kz
"Такси прибыло. Toyota Camry, гос. номер 180 TXK 08",safe,,ru,synthetic_template_kz
ПОВЕСТКА В СУД ПО ДЕЛУ №79393. МАТЕРИАЛЫ ДЕЛА: JUSAN-SECURE.INFO,scam,fake_police,ru,synthetic_template_kz
Kaspi: код 824335. Ешкімге айтпаңыз.,safe,,kk,synthetic_template_kz
"Tele2: 12 ГБ және 203 минут қалды, 21.9 дейін",safe,,kk,synthetic_template_kz
Служба безопасности Freedom Bank: подозрительный перевод на 15 000 тг. Свяжитесь с оператором +7 721 642 27 56 немедленно,scam,fake_bank,ru,synthetic_template_kz
Вам поступил Kaspi Bonus 12% на 2 000 000 тг. Активация bonus-kz.click,scam,kaspi_scam,ru,synthetic_template_kz
Нaзaр аударыңыз! *5687 карtаңыз қауіпте. Қаражатты резервтік шотқа аударыңыз: bonus-kz.click,scam,fake_bank,kk,synthetic_template_kz
"Занятие по английскому переносится на 13:00, аудитория 287",safe,,ru,synthetic_template_kz
Спасибо  за  покупку! Чек доступен на beeline.kz,safe,,ru,synthetic_template_kz
"Tele2: тариф ұзартылды, 2842 тг есептен шығарылды",safe,,kk,synthetic_template_kz
Тек бүгін! AliExpress дүкенінде барлық тaуaрға 76% жеңілдік. Түн ортасына дейін үлгеріңіз,suspicious,,kk,synthetic_template_kz
Kaspi Магазин: тауарыңыз сатылды. 3 000 000 тг алу үшін өтіңіз kz-vyigrysh.net,scam,kaspi_scam,kk,synthetic_template_kz
Повестка в суд по делу №36317. Материалы дела: jusan-secure.info,scam,fake_police,ru,synthetic_template_kz
"Мама, я задержусь, буду примерно к 21 часам ⚠️",safe,,ru,synthetic_template_kz
Kaspi: код 643242. Никому не сообщайте.,safe,,ru,synthetic_template_kz
Сізге тегін ақша алуға шақыру!,suspicious,,kk,github_Yerassyl04_Spam-kazakh
"Крипто-сигналы с точностью 91%. Первый месяц бесплатно, канал по ссылке в профиле",suspicious,,ru,synthetic_template_kz
Kaspi Магaзин: тауарыңыз cатылды. 6 000 000 tг алу үшін өтіңіз halykbank.kz.verify.top,scam,kaspi_scam,kk,synthetic_template_kz
№15034 іс бойынша сотқа шақыру. Іс материалдары: beeline-bonus.icu,scam,fake_police,kk,synthetic_template_kz
"Инвестиции от 93 000 тг, доход 58% в месяц. Консультация +7 754 969 65 38",suspicious,,ru,synthetic_template_kz
Ваш счет будет закрыт в течение 30 минут из-за неподтвержденных данных. Обновите анкету: halykbank.kz.verify.top,scam,fake_bank,ru,synthetic_template_kz
Мерейтойлық ұтыс! Сізге 25 400 тг бонус есептелді. Шығару үшін 3874 тг комиссия төлеңіз,scam,fake_prize,kk,synthetic_template_kz
Спасибо за покупку! Чек доступен на jusan.kz,safe,,ru,synthetic_template_kz
"Bereke Bank: 15 000 тг сaтып алу, карtа *5295. Қолжетімді 17 000 tг",safe,,kk,synthetic_template_kz
"Сәлеметсіз бе, Kaspi-дегі хабарлаHдыру бойынша жазып тұрмын. Төледім, сілтеме арқылы растаңыз beeline-bonus.icu",scam,kaspi_scam,kk,synthetic_template_kz
Ваш счет будет закрыт до 23:59 из-за неподтвержденных данных. Обновите анкету: egov-kz.online,scam,fake_bank,ru,synthetic_template_kz
Tele2: срок действия SIM истекает. Продлите регистрацию halykbank.kz.verify.top,scam,phishing,ru,synthetic_template_kz
"Оплата ЖКХ за апрель принята, cуmмa 60 400 тг",safe,,ru,synthetic_template_kz
Тек бүгін: 70% жеңілдікпен сатып алыңыз!,suspicious,,kk,github_Yerassyl04_Spam-kazakh
"Ана, мен кеігемін, шамамен 19-де боламын",safe,,kk,synthetic_template_kz
Картаға өтінішіңіз қаралды. Белсендіру үшін +7 726 708 67 22 нөміріне қоңырау шалыңыз,suspicious,,kk,synthetic_template_kz
Розыгрыш к 30-летию! Вам начислен бонус 5 000 000 тг. Для вывода оплатите комиссию 9542 тг,scam,fake_prize,ru,synthetic_template_kz
Сіз Wildberries сертификатын 21 000 тг алдыңыз. жедел түрде белсендіріңіз: bonus-kz.click,scam,fake_prize,kk,synthetic_template_kz
"Такси прибыло. Toyota Camry, гос. номер 322 AEP 08",safe,,ru,synthetic_template_kz
Только сегодня! Скидка 55% на все товары в Temu. Успей до полуночи,suspicious,,ru,synthetic_template_kz
Activ: остаток 10 ГБ и 522 минут до 17.4,safe,,ru,synthetic_template_kz
ТРЕЙДИНГ КУРСТАРЫ. БІРІНШІ САБАҚ ТЕГІН. ТІРКЕЛУ +7 778 305 54 48,suspicious,,kk,synthetic_template_kz
"Beeline: тариф ұзартылды, 3255 тг есептен шығарылды",safe,,kk,synthetic_template_kz
Altel: срок действия SIM истекает. Продлте регистрацию bonus-kz.click,scam,phishing,ru,synthetic_template_kz
"УРА! Асель, вам одобрена выплата 96 300 тг. Реквизиты укажите тут forte-cabinet.pro",scam,fake_prize,ru,synthetic_template_kz
"Несие бойынша сақтандыруды қайтару. Өтемаы тиесілі ме, тексеріңіз: +7 737 567 81 76",suspicious,,kk,synthetic_template_kz
Заработок из дома от 1 000 000 тг в неделю. Пишите в WhatsApp +7 702 217 97 35,suspicious,,ru,synthetic_template_kz
"Встреча группы SE-2420 в 14:00, корпус 3",safe,,ru,synthetic_template_kz
Нөміріңіз Altel акциясының жеңімпазы атанды! Жүлде 10 000 тг. Растаңыз: kaspi.kz.secure-login.cc,scam,fake_prize,kk,synthetic_template_kz
"Қызметкерлер қажет, кесте еркін, күнделікті төлем 23 000 тг. Telegram +7 729 492 34 30",suspicious,,kk,synthetic_template_kz
Вы получили сертификат Kaspi Магaзин на 85 000 тг. Активировать в течение 30 минут: egov-kz.online,scam,fake_prize,ru,synthetic_template_kz
"Қызметкерлер қажет, кесте еркін, күнделікті төлем 37 000 тг. Telegram +7 723 369 62 56",suspicious,,kk,synthetic_template_kz
Салық берешегі 86 000 тг. Онлайн өтеу: halykbank.kz.verify.top,scam,phishing,kk,synthetic_template_kz
Сіздің курсыңыздың тапсырмалары бар.,safe,,kk,github_Yerassyl04_Spam-kazakh
"Здравствуйте, Мадина! Напоминаем о записи к врачу завтра в 16:00",safe,,ru,synthetic_template_kz
Ваш номер выбран победителем акции izi! Приз 1 000 000 тг. Пoдтвердите: egov-kz.online,scam,fake_prize,ru,synthetic_template_kz
Jusan Bank қауіпсіздік қызметі: 4 000 000 тг күдікті аударым. +7 790 250 73 32 нөміріне жедел хабарласыңыз,scam,fake_bank,kk,synthetic_template_kz
Сіздің телефоныңызға келетін құпия хабарлама!,suspicious,,kk,github_Yerassyl04_Spam-kazakh
ЖСН нөміріңіз заңсыз операцияда қолданылған. Тергеуші хабарласады: +7 791 365 86 67. Үшінші тұлғаларға айтпаңыз,scam,fake_police,kk,synthetic_template_kz
Арнайы ұсыныс: 5000 теңге жеңілдік алуға асығыңыз!,suspicious,,kk,github_Yerassyl04_Spam-kazakh
Сатып алғаныңыз үшіH рахмеt! Түбіртек jusan.kz сайтыHда,safe,,kk,synthetic_template_kz
"Мұндайды естімеген боларсыз, тезірек",scam,fake_prize,kk,github_Yerassyl04_Spam-kazakh
МВД РК. Наложен арест на счета. Снять ограничение до 23:59: enpf-vyplata.ru,scam,fake_police,ru,synthetic_template_kz
Тезірек сілтемеге өтіңіз,scam,fake_prize,kk,github_Yerassyl04_Spam-kazakh
Поздравляем! Вы выиграли 92 200 тг в розыгрыше ForteBank. Забрать приз: kaspi.kz.secure-login.cc,scam,fake_prize,ru,synthetic_template_kz
Ваш номер выбран победителем акции Beeline! Приз 37 000 тг. Подтвердите: kaspi.kz.secure-login.cc.,scam,fake_prize,ru,synthetic_template_kz
ЖҚЕ бұзғаны үшін 60 000 тг айыппұл. 50% жеңілдікпен төлеу: kaspi-bonus.top,scam,fake_police,kk,synthetic_template_kz
"СОТРУДНИК БАНКА СВЯЖЕТСЯ С ВАМИ ПО НОМЕРУ +7 720 608 96 33. НЕ СООБЩАЙТЕ КОД НИКОМУ, КРОМЕ СПЕЦИАЛИСТА",scam,fake_bank,ru,synthetic_template_kz
"Tele2: тариф продлен, списано 5957 тг. Следующее списание 15.5",safe,,ru,synthetic_template_kz
Назар аударыңыз! *1148 картаңыз қауіпте. Қаражатты резервтік шотқа аударыңыз: halykbank.kz.verify.top,scam,fake_bank,kk,synthetic_template_kz
Повестка в суд по делу №50562. Материалы дела: beeline-bonus.icu,scam,fake_police,ru,synthetic_template_kz
Налоговая задолженность 14 000 тг. Погасить онайн: forte-cabinet.pro,scam,phishing,ru,synthetic_template_kz
Kaspi Red: 9 000 тг бөліп төлеу рәсімделді. Болдырмау kz-vyigrysh.net,scam,kaspi_scam,kk,synthetic_template_kz
Kaspi Магазин: ваш товар продан. Для полyчения 1 000 000 тг перейдите gov-kz.support,scam,kaspi_scam,ru,synthetic_template_kz
"Әсел, сізге 80 000 тг жеке несие лимиті қолжетімді. Толығырақ қосымшада",suspicious,,kk,synthetic_template_kz
Kaspi Магазин: ваш товар продан. Для получения 23 900 тг перейдите kaspi-gold.site,scam,kaspi_scam,ru,synthetic_template_kz
Тек бүгін! Ozon дүкенінде барлық тауарға 60% жеңілдік. Түн ортасына дейін үлгеріңіз,suspicious,,kk,synthetic_template_kz
ВАШ СЧЕТ БУДЕТ ЗАКРЫТ СРОЧНО ИЗ-ЗА НЕПОДТВЕРЖДЕННЫХ ДАННЫХ. ОБНОВИТЕ АНКЕТУ: HALYKBANK.KZ.VERIFY.TOP,scam,fake_bank,ru,synthetic_template_kz
Ваш заказ №321419 прибыл в пункт выдачи Казпочта. Забрать в течение 5 дней,safe,,ru,synthetic_template_kz
Сіздің демалыс жоспарларыңыз қалай?,safe,,kk,github_Yerassyl04_Spam-kazakh
"Activ: тариф продлен, списано 6745 тг. Следующее списание 20.2",safe,,ru,synthetic_template_kz
Курсы трейдинга. Первое занятие бесплатно. Запись +7 779 723 48 26.,suspicious,,ru,synthetic_template_kz
Кіру үшін растау кодыңыз: 422055 ⚠️,safe,,kk,synthetic_template_kz
Құрметті клиент! *7354 картаңыз күдікті операцияға байланысты бұғатталды. Бұғаттан шығару: egov-kz.online,scam,fake_bank,kk,synthetic_template_kz
"Сотрудник банка свяжется с вами по номеру +7 701 163 83 40. Не сообщайте код никому, кроме специалиста",scam,fake_bank,ru,synthetic_template_kz
Сіздің дәрістеріңіз қалай өтті?,safe,,kk,github_Yerassyl04_Spam-kazakh
"Сотрудник банка свяжется с вами по номеру +7 782 590 45 48. Не сообщайте код никому, кроме специалиста",scam,fake_bank,ru,synthetic_template_kz
"Алгебра сабағы 15:00-ге ауыстырылды, 314 аудитория",safe,,kk,synthetic_template_kz
"мамыр айына коммуналдық төлем қабылданды, сома 45 000 тг",safe,,kk,synthetic_template_kz
Жаңа семинарларға қатысуды жоспарлаңыз.,safe,,kk,github_Yerassyl04_Spam-kazakh
"Өзіңді таппай дал болсан, біздің тестті өт",suspicious,,kk,github_Yerassyl04_Spam-kazakh
Сатып алғаныңыз үшін рaхмет! Түбіртек forte.kz сайтында,safe,,kk,synthetic_template_kz
Күзгі мектеп шаралары туралы ақпарат.,safe,,kk,github_Yerassyl04_Spam-kazakh
Сіз 1000-шы келуші болдыңыз! iPhone 13 тегін алыңыз: kaspi.kz.secure-login.cc,scam,fake_prize,kk,synthetic_template_kz
Трейдинг курстары. Бірінші сабақ тегін. Тіркелу +7 713 694 23 18 !!!,suspicious,,kk,synthetic_template_kz
Otbasy Bank. Списание 32 800 тг одобрено. Отменить операцию: egov-kz.online,scam,fake_bank,ru,synthetic_template_kz
"Eurasian Bank: 8 000 000 тг несие мақұлданды. Өтініш бермеген болсаңыз, бас тартыңыз enpf-vyplata.ru",scam,fake_bank,kk,synthetic_template_kz
Kaspi: код 902607. Никому не сообщайте.,safe,,ru,synthetic_template_kz
"Крипто-сигналы с точностью 84%. Первый месяц бесплатно, канал по ссылке в профиле",suspicious,,ru,synthetic_template_kz
"Activ: тариф прoдлен, cписано 4609 тг. Следующеe списание 3.1",safe,,ru,synthetic_template_kz
"ТАКСИ ПРИБЫЛО. CHEVROLET COBALT, ГОС. НОМЕР 990 RCZ 08",safe,,ru,synthetic_template_kz
Вам поступил Kaspi Bonus 19% на 5 000 тг. Активация kaspi-bonus.top,scam,kaspi_scam,ru,synthetic_template_kz
"Несие бойынша сақтандыруды қайтару. Өтемақы тиесілі ме, тексеріңіз: +7 796 534 11 85 !!!",suspicious,,kk,synthetic_template_kz
"Activ: тариф продлен, списано 3167 тг. Следующее списание 14.8",safe,,ru,synthetic_template_kz
"Bereke Bank: покупка 22 100 тг, карта *2380. Доступно 5 000 000 тг",safe,,ru,synthetic_template_kz
"Ілтипатпен, ізгі ниетпен",safe,,kk,github_Yerassyl04_Spam-kazakh
Kaspi Магазин: ваш товар продан. Для получения 42 400 тг перейдите wb-kz-prize.shop,scam,kaspi_scam,ru,synthetic_template_kz
Ұлттық Банк: сіздің атыңызға іс қозғалды. Танысу үшін beeline-bonus.icu,scam,fake_police,kk,synthetic_template_kz
Beeline: срок действия SIM истекает. Продлите регистрацию gov-kz.support,scam,phishing,ru,synthetic_template_kz
Kaspi: перевод 73 000 тг от Ерлан ожидает подтверждения. Подтвердить: bonus-kz.click,scam,kaspi_scam,ru,synthetic_template_kz
Ваш аккаунт eGov будет удален в течение 2 часов. Подтвердите ИИН: jusan-secure.info,scam,phishing,ru,synthetic_template_kz
Tele2: срок действия SIM истекает. Продлите регистрацию halyk-verify.xyz,scam,phishing,ru,synthetic_template_kz
"Бос орындар шектеулі, қазір тіркеліңіз!",suspicious,,kk,github_Yerassyl04_Spam-kazakh
"Инвестиции от 77 000 тг, доход 24% в месяц. Консультация +7 763 875 15 44",suspicious,,ru,synthetic_template_kz
Заработок из дома от 36 000 тг в неделю. Пишите в WhatsApp +7 731 660 28 10,suspicious,,ru,synthetic_template_kz
Мерейтойлық ұтыс! Сізге 13 000 тг бонус есептелді. Шығару үшін 5518 тг комиссия төлеңіз,scam,fake_prize,kk,synthetic_template_kz
Ваш аккаунт eGov будет удален в течение 30 минут. Подтвердите ИИН: kaspi.kz.secure-login.cc,scam,phishing,ru,synthetic_template_kz
"Такси прибыло. Hyundai Accent, гос. номер 978 KYN 08",safe,,ru,synthetic_template_kz
Кіру үшін растау кодыңыз: 701083,safe,,kk,synthetic_template_kz
Нөміріңіз зейнетақыны қайта есептеуге қatысады. Форманы толтырыңыз gov-kz.support,scam,phishing,kk,synthetic_template_kz
Жылдам әрекет ету: сіздің шотыңызға 10000 теңге салынды!,suspicious,,kk,github_Yerassyl04_Spam-kazakh
Сізге 84 000 тг сомасына Kaspi Bonus 18% түсті. Белсендіру halyk-verify.xyz,scam,kaspi_scam,kk,synthetic_template_kz
"Halyk Bank: 29 000 тг несие мақұлдаHды. Өтініш бермеген болсaңыз, бас тaртыңыз halyk-verify.xyz",scam,fake_bank,kk,synthetic_template_kz
"Beeline: тариф продлен, списано 4952 тг. Следующее списание 8.4",safe,,ru,synthetic_template_kz
Freedom Bank. 5 000 000 тг есептен шығару бекітілді. Болдырмау үшін: wb-kz-prize.shop,scam,fake_bank,kk,synthetic_template_kz
"Kaspi  Gold:  код 260798. Никому не сообщайте. Если это не вы, звоните +7 776 330 94 20",scam,kaspi_scam,ru,synthetic_template_kz
Kaspi Магазин: тауарыңыз сатылды. 4 000 000 тг алу үшін өтіңіз enpf-vyplata.ru,scam,kaspi_scam,kk,synthetic_template_kz
